date,value,geo,nace_r2,s_adj,unit,indic_bt,loaded_at
2019-09-01,89.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2019-10-01,92.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2019-11-01,97.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2019-12-01,105.5,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-01-01,88.5,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-02-01,87.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-03-01,95.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-04-01,90.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-05-01,100.6,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-06-01,96.8,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-07-01,98.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-08-01,96.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-09-01,95.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-10-01,102.6,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-11-01,108.8,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2020-12-01,111.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-01-01,83.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-02-01,84.8,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-03-01,104.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-04-01,97.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-05-01,101.6,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-06-01,103.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-07-01,100.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-08-01,98.0,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-09-01,96.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-10-01,104.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-11-01,110.1,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2021-12-01,115.8,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-01-01,98.8,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-02-01,96.6,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-03-01,110.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-04-01,106.5,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-05-01,107.8,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-06-01,105.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-07-01,108.5,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-08-01,103.0,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-09-01,105.9,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-10-01,110.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-11-01,116.8,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2022-12-01,121.6,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-01-01,100.6,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-02-01,99.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-03-01,112.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-04-01,111.0,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-05-01,113.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-06-01,111.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-07-01,112.3,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-08-01,106.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-09-01,106.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-10-01,113.6,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-11-01,119.0,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2023-12-01,124.0,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-01-01,102.8,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-02-01,100.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-03-01,116.7,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-04-01,113.7,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-05-01,114.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-06-01,111.1,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-07-01,113.5,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-08-01,110.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-09-01,112.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-10-01,117.7,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-11-01,124.9,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2024-12-01,129.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-01-01,108.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-02-01,105.9,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-03-01,122.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-04-01,120.1,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-05-01,119.7,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-06-01,118.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-07-01,119.4,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-08-01,113.9,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-09-01,114.6,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-10-01,121.7,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-11-01,127.9,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2025-12-01,133.6,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2026-01-01,111.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2026-02-01,107.8,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2026-03-01,125.2,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2026-04-01,121.8,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
2026-05-01,123.6,DE,G47,CA,I21,NETTUR,2026-08-02T19:52:14.408588
